,pid,task,starttime,endtime,response,response_English,response_English_cleaned,response_English_corrected,invalid,jump_GT,creative,response_len,previous_response_len,RT,previous_response_English,order,clusters_GPT,previous_clusters_GPT,jump_GPT,SS,SS_ref,cluster,previous_cluster,cluster_dist,jump,previous_jump,order_in_cluster,frequency
2742,2851,2,1613656083234,1613656088198,hard,hard,hard,,1,,,4,8.0,7.12347131446755,stack,18,[56],"[1, 13]",1.0,0.7965384721755980,0.7858242,14,5,0.9519256457412610,1,1,1,-4.793722292532680
2743,2851,2,1613656088198,1613656100116,geborgenheid,security,security,,1,,,12,4.0,6.900646739744840,hard,19,[27],[56],1.0,0.7703661918640140,0.7610647,14,14,0.9531702171949080,0,1,2,-6.180016653652570
2744,2851,2,1613656100116,1613656104361,isolatie,insulation,insulation,,,,,8,12.0,6.2735843035224900,security,20,[27],[27],0.0,0.7968136668205260,0.80106986,15,14,0.9531702171949080,1,0,1,-6.180016653652570
2745,2851,2,1613656104361,1613656150862,grijs,gray,gray,,1,,,5,8.0,9.13776430278281,insulation,21,[53],[27],1.0,0.7509117126464840,0.7516789,14,15,0.9519256457412610,1,1,1,-4.793722292532680
2746,2851,2,1613656150862,1613656152124,zwart,black,black,,1,,,5,5.0,5.530024148522740,gray,22,[53],[53],0.0,0.8192161917686460,0.79638046,14,14,1,0,1,2,-4.793722292532680
2747,2851,2,1613656152124,1613656153566,bruin,brown,brown,,1,,,5,5.0,5.663481177882680,black,23,[53],[53],0.0,0.8066011667251590,0.8065639,14,14,1,0,0,3,-4.793722292532680
2748,2851,2,1613656153566,1613656183080,materiaal,material,material,,1,,,9,5.0,8.095319190774020,brown,24,[56],[53],1.0,0.7825106978416440,0.81686926,13,14,0.9653449354641630,1,0,1,-5.158365406120590
2749,2851,2,1613656183080,1613656217551,bouwvakker,construction worker,construction worker,,,,,10,9.0,8.145216049469050,material,25,[52],[56],1.0,0.7777367830276490,0.78371745,3,13,0.9653449354641630,1,1,1,-5.669191029886580
2750,2851,2,1613656217551,1613656235220,ruÃ¯ne,ruin,ruin,ruins,,,,6,10.0,7.987722603336950,construction worker,26,[13],[52],1.0,0.7341251969337460,0.7730094,22,3,0.9079775991239940,1,1,1,-5.332718793265370
2751,2851,2,1613656235220,1613656246392,ruine van Brederode,ruins of Brederode,ruins Brederode,Ruins castle,,,,19,6.0,6.376301687420180,ruin,27,[13],[13],0.0,0.8272501230239870,0.75332284,14,22,0.9878608909148350,1,1,1,-4.688361776874860
2752,2851,2,1613656246392,1613656248638,middeleeuwen,Middle Ages,Middle Ages,,1,,,12,19.0,5.230662884732210,ruins of Brederode,28,[13],[13],0.0,0.762558102607727,0.7430783,14,14,0.9948137485665570,0,1,2,-4.570578741218470
2753,2851,2,1613656248638,1613656253088,gebakken steen,baked stone,baked stone,,,,,14,12.0,5.760815219224440,Middle Ages,29,[53],[13],1.0,0.7402397990226750,0.8085897,9,14,0.9948137485665570,1,0,1,-5.604652508749010
2754,2851,2,1613656253088,1613656338537,fort,fort,fort,,,,,4,14.0,9.969368921649640,baked stone,30,[13],[53],1.0,0.743220329284668,0.7991246,3,9,0.8440774896386660,1,1,1,-5.979345958190420
2755,2851,2,1613656338537,1613656341497,kracht,power,power,,1,,,6,4.0,6.200678192888690,fort,31,[31],[13],1.0,0.7474085688591000,0.7579831,14,3,0.9948137485665570,1,1,1,-4.570578741218470
2756,2851,2,1613656341497,1613656343736,bescherming,protection,protection,,1,,,11,6.0,5.314660362024560,power,32,[27],[31],1.0,0.7746627330780030,0.76395786,22,14,0.9948137485665570,1,1,1,-5.979345958190420
2757,2851,2,1613656343736,1613656348359,waterdicht,waterproof,waterproof,,,,,10,11.0,6.135673110334050,protection,33,[27],[27],0.0,0.8118991851806640,0.75874573,12,22,0.9431531657396680,1,1,1,-5.486869473092630
2758,2851,2,1613656362644,1613656365400,groeven,grooves,grooves,,1,,,7,10.0,5.974990303164860,waterproof,34,[0],[27],1.0,0.7674884796142580,0.74728465,14,12,0.9948402806287740,1,1,1,-5.045036720813590
2759,2851,2,1613656365400,1613656397725,gebouw,building,building,,,,,6,7.0,8.59179032962302,grooves,35,"[1, 13]",[0],1.0,0.749815046787262,0.8292111,3,14,0.9948402806287740,1,1,1,-4.046507890702460
2760,2851,2,1613656397725,1613656414396,gewicht creÃ«ren,create weight,create weight,weight,,,,16,6.0,6.948597273302390,building,36,[26],"[1, 13]",1.0,0.759536623954773,0.7492808,16,3,0.9539734943698600,1,1,1,-4.527093629278730
2761,2851,2,1613656414396,1613656420486,wapen,weapon,weapon,,,,,5,16.0,7.104760172686650,create weight,37,[48],[26],1.0,0.7522422075271610,0.7530154,22,16,0.8857635811696380,1,1,1,-3.772071045000700
2762,2851,2,1613656420486,1613656435061,fundering,foundation,foundation,,,,,9,5.0,7.389684048037630,weapon,38,[13],[48],1.0,0.7475873231887820,0.7792679,14,22,0.84500080587631,1,1,1,-5.979345958190420
2763,2851,2,1613656435061,1613656443365,tekenen,to draw,draw,,,,,7,9.0,7.0783716923300100,foundation,39,[7],[13],1.0,0.7825597524642940,0.7559856,7,14,0.9612371621776860,1,1,1,-5.045036720813590
2764,2852,2,1613664067299,1613664069358,Iets anders bouwen,Build something different,Build something different,buikd,,,,18,18.0,4.737416030427300,Build a wall,1,[1],"[1, 13]",0.0,0.8320014476776120,0.80487025,3,2,0.9539734943698600,1,1,1,-4.046507890702460
2765,2852,2,1613664069358,1613664091417,Gebruiken om iets mee vast te houden wat anders wegwaait (zoals een zeil o.i.d.),"Use to hold something that would otherwise blow away (such as a sail, etc.)","Use hold something would otherwise blow away ( sail , etc . )",Weight against wind,,,,80,18.0,5.61854225551281,Build something different,2,[26],[1],1.0,0.7662521600723270,0.7579732,19,3,0.9539734943698600,1,1,1,-5.8923345812007900
2766,2852,2,1613664091417,1613664137318,In stukjes hakken,Chop into pieces,Chop pieces,,,,,17,80.0,7.900936243385330,"Use to hold something that would otherwise blow away (such as a sail, etc.)",3,[23],[26],1.0,0.7355992794036870,0.7793313,13,19,0.8333805472465350,1,1,1,-5.8923345812007900
2767,2852,2,1613664137318,1613664157129,Gebruiken als krijt ,Use as chalk,Use chalk,,,,,20,17.0,6.8980079275272600,Chop into pieces,4,[7],[23],1.0,0.7394108176231380,0.7784685,10,13,0.8333805472465350,1,1,1,-4.976043849326640
2768,2852,2,1613664157129,1613664169974,Op schilderen en er een kunstwerk van maken,Paint it and turn it into a work of art,Paint turn work art,Paint artwork,,,,43,20.0,5.698672541934730,Use as chalk,5,"[17, 54]",[7],1.0,0.7794511318206790,0.7687129,7,10,0.9873575592904490,1,1,1,-4.821893169499380
2769,2852,2,1613664169974,1613664192816,op stoepkrijten ,on sidewalk chalk,sidewalk chalk,,,,,16,43.0,7.2635923720218100,Paint it and turn it into a work of art,6,[7],"[17, 54]",1.0,0.772499680519104,0.80627644,10,7,0.9873575592904490,1,1,1,-5.8923345812007900
2770,2852,2,1613664192816,1613664215165,Als wapen gebruiken (door naar iemand te gooien),Use as a weapon (by throwing at someone),Use weapon ( throwing someone ),,,,,48,16.0,6.142798764425670,on sidewalk chalk,7,"[2, 48]",[7],1.0,0.7633470892906190,0.7559122,20,10,0.9498072637269710,1,1,1,-4.976043849326640
2771,2852,2,1613664215165,1613664236002,Een straatje/tuinpad leggen,Laying a street/garden path,Laying street/garden path,,,,,27,48.0,6.648324670098970,Use as a weapon (by throwing at someone),8,"[13, 24]","[2, 48]",1.0,0.7381203770637510,0.77976096,11,20,0.9498072637269710,1,1,1,-6.074656137994750
2772,2852,2,1613664236002,1613664378829,Een vuurplaats maken / veilige plek voor kampvuur,Make a fire pit / safe place for campfire,Make fire pit / safe place campfire,,,,,49,27.0,7.97748331675934,Laying a street/garden path,9,"[1, 31]","[13, 24]",1.0,0.7681800127029420,0.76674664,8,11,0.7525135112013890,1,1,1,-5.432802251822350
2773,2852,2,1613664378829,1613664390210,Een bankje bouwen om op te zitten,Build a bench to sit on,Build bench sit,Build bench seat,,,,33,49.0,5.842467860589430,Make a fire pit / safe place for campfire,10,"[1, 5]","[1, 31]",0.0,0.768953800201416,0.7636347,4,8,0.7525135112013890,1,1,1,-5.669191029886580
2774,2853,2,1613666313076,1613666317607,raam ingooien,smash a window,smash window,,,,,13,11.0,5.853031048883110,build a house,1,[23],"[1, 13]",1.0,0.7357028722763060,0.76365525,18,3,0.7651236029238930,1,1,1,-4.425997512407360
2775,2853,2,1613666317607,1613666328063,gebruiken als nachtkastje,use as a bedside table,use bedside table,,,,,25,13.0,6.03545750879361,smash a window,2,[5],[23],1.0,0.6990840435028080,0.729411,4,18,0.9438108563786320,1,1,1,-5.544027886932580
2776,2853,2,1613666328063,1613666335105,onder tafelpoot,under table leg,table leg,,,,,15,25.0,6.151064637603410,use as a bedside table,3,"[5, 28]",[5],0.0,0.8214492797851560,0.74952257,4,4,0.9438108563786320,0,1,2,-6.074656137994750
2777,2853,2,1613666335105,1613666342837,vloer leggen,laying floor,laying floor,,,,,12,15.0,6.467828117318870,under table leg,4,"[1, 13]","[5, 28]",1.0,0.8286938667297360,0.78380215,13,4,0.9653449354641630,1,0,1,-5.158365406120590
2778,2853,2,1613666342837,1613666346807,krijten,chalk,chalk,,,,,7,12.0,6.3401703213970400,laying floor,5,[7],"[1, 13]",1.0,0.7757314443588260,0.8094655,10,13,0.9653449354641630,1,1,1,-4.976043849326640
2779,2853,2,1613666346807,1613666351918,zand maken,make sand,make sand,,,,,10,7.0,6.236076005037430,chalk,6,"[51, 54]",[7],1.0,0.7688794732093810,0.81034666,13,10,0.7621468414193840,1,1,1,-5.381508957434800
2780,2853,2,1613666351918,1613666358295,zombies vermoorden,killing zombies,killing zombies,,,,,18,10.0,5.869375378354110,make sand,7,[48],"[51, 54]",1.0,0.767637312412262,0.75054324,21,13,0.859480957562592,1,1,1,-6.180016653652570
2781,2853,2,1613666358295,1613666372535,muziek maken,make music,make music,,,,,12,18.0,7.078692838825750,killing zombies,8,[14],[48],1.0,0.7619299292564390,0.7425686,20,21,0.9929200177156740,1,1,1,-4.976043849326640
2782,2853,2,1613666372535,1613666383888,standbeeld maken,make statue,make statue,Statue,,,,16,12.0,6.5642961910613600,make music,9,[17],[14],1.0,0.7463206648826600,0.7944964,14,20,0.9929200177156740,1,1,1,-6.585481761760740
2783,2853,2,1613666383888,1613666397481,lek in dijk dichten,seal a leak in a dike,seal leak dike,,,,,19,16.0,6.572521748531770,make statue,10,[25],[17],1.0,0.6953097581863400,0.7228463,12,14,0.7719878225917190,1,1,1,-6.180016653652570
2784,2853,2,1613666397481,1613666409602,metaal vervormen,deform metal,deform metal,,,,,16,19.0,6.629775981991740,seal a leak in a dike,11,[23],[25],1.0,0.6994876861572270,0.7588494,22,12,0.9723216265894700,1,1,1,-5.332718793265370
2785,2853,2,1613666409602,1613666417335,gewicht op weegschaal,weight on scale,weight scale,,,,,21,16.0,5.908050587749180,deform metal,12,[57],[23],1.0,0.7470881938934330,0.72974634,16,22,0.9723216265894700,1,1,1,-4.527093629278730
2786,2853,2,1613666417335,1613666436834,mos op laten groeien,grow moss,grow moss,,,,,20,21.0,6.882129731343170,weight on scale,13,[56],[57],1.0,0.6895312666893010,0.7431197,11,16,0.9949740122933940,1,1,1,-5.432802251822350
2787,2853,2,1613666436834,1613666450856,mengen met water en gebruiken als klei,mix with water and use as clay,mix water use clay,clay,,,,38,20.0,5.91011890765403,grow moss,14,[54],[56],1.0,0.7356037497520450,0.7814764,13,11,0.9949740122933940,1,1,1,-5.486869473092630
2788,2853,2,1613666450856,1613666511935,verpulveren en gebruiken als potgrond,pulverize and use as potting soil,pulverize use potting soil,pulverize into soil,,,,37,38.0,7.408854019901570,mix with water and use as clay,15,[54],[54],0.0,0.8402773141860960,0.779948,15,13,0.9591494815324330,1,1,1,-6.074656137994750
2789,2853,2,1613666511935,1613666561218,jagen,to hunt,hunt,,,,,5,37.0,9.195871196506420,pulverize and use as potting soil,16,[55],[54],1.0,0.7516718506813050,0.73417723,22,15,0.9591494815324330,1,1,1,-5.738183901373530
2790,2853,2,1613666561218,1613666584265,gebruiken als gewicht zodat papier of tafelkleed niet wegwaait,use as a weight so that paper or tablecloth does not blow away,use weight paper tablecloth blow away,Weight against wind for tablecloth,,,,62,5.0,5.9174837380845700,to hunt,17,[26],[55],1.0,0.7264774441719060,0.71075267,19,22,0.9495374852699250,1,1,1,-5.8923345812007900
2791,2853,2,1613666584265,1613666605100,gebruiken als hipster decoratie,use as hipster decoration,use hipster decoration,decoration,,,,31,62.0,6.5100302999309400,use as a weight so that paper or tablecloth does not blow away,18,[47],[26],1.0,0.774209201335907,0.76575387,15,19,0.8639897114157000,1,1,1,-4.202853961093160
2792,2854,2,1613728934234,1613728946618,naar iemand gooien,throw at someone,throw someone,,,,,18,11.0,6.533425399804680,build something,1,"[2, 48]",[1],1.0,0.7744641304016110,0.76765466,20,3,0.9539734943698600,1,1,1,-4.976043849326640
2793,2854,2,1613728946618,1613728961536,erop staan,to insist,insist,,1,,,10,18.0,7.307571126691600,throw at someone,2,[0],"[2, 48]",1.0,0.7821153998374940,0.7543622,22,20,0.9498072637269710,1,1,1,-5.8923345812007900
2794,2854,2,1613728961536,1613728971844,als deurstop,as a door stop,door stop,,,,,12,10.0,6.755477843536560,to insist,3,[20],[0],1.0,0.7843673229217530,0.7710296,17,22,0.7948128249819040,1,1,1,-4.059753117452480
2795,2854,2,1613728971844,1613728979190,opstapje,stepping stone,stepping stone,,,,,8,12.0,6.822197390620490,as a door stop,4,[28],[20],1.0,0.7727185487747190,0.80254036,6,17,0.8037917158368740,1,1,1,-4.527093629278730
2796,2854,2,1613728979190,1613728988465,blokkade,blockade,blockade,,,,,8,8.0,7.05542068912039,stepping stone,5,[21],[28],1.0,0.7641628384590150,0.8032714,22,6,0.8037917158368740,1,1,1,-5.979345958190420
2797,2854,2,1613728988465,1613729011620,als wielstop achter je autoband,as a wheel stop behind your car tire,wheel stop behind car tire,Wheel stop,,,,31,8.0,6.615644057476320,blockade,6,"[15, 20]",[21],1.0,0.7439541220664980,0.75851667,22,22,0.8741592448028620,0,1,2,-5.381508957434800
2798,2854,2,1613729011620,1613729033181,verhoging,elevation,elevation,,,,,9,31.0,7.781312468269390,as a wheel stop behind your car tire,7,[28],"[15, 20]",1.0,0.7296558618545530,0.75101465,5,22,0.9450862738747160,1,0,1,-4.7663233183445700
2799,2854,2,1613729033181,1613729039583,muur,wall,wall,,,,,4,9.0,7.377915146022110,elevation,8,"[13, 60]",[28],1.0,0.7574643492698670,0.8345101,2,5,0.9747182008859630,1,1,1,-4.21835814762912
2800,2854,2,1613729039583,1613729062042,toren,tower,tower,,,,,5,4.0,8.409953132745780,wall,9,[13],"[13, 60]",0.0,0.7898146510124210,0.8056743,3,2,0.9747182008859630,1,1,1,-4.880733669522310
2801,2854,2,1613729062042,1613729084933,iets laten zinken,sink something,sink something,Sink in water,,,,17,5.0,7.205100075410940,tower,10,[45],[13],1.0,0.7495309114456180,0.7658155,12,3,0.7791583012047280,1,1,1,-5.286198777630480
2802,2854,2,1613729084933,1613729110422,raam kapot gooien,smash a window,smash window,,,,,17,17.0,7.312622168977840,sink something,11,[23],[45],1.0,0.7362970113754270,0.76365525,18,12,0.7791583012047280,1,1,1,-4.425997512407360
2803,2854,2,1613729110422,1613729125986,iets op zijn plek houden,hold something in place,hold something place,Hold in place,,,,24,17.0,6.474276424418770,smash a window,12,[20],[23],1.0,0.7423752546310430,0.74774766,5,18,0.8105244578126490,1,1,1,-6.074656137994750
2804,2854,2,1613729125986,1613729147177,onderzetter,coaster,coaster,,,,,11,24.0,7.563306788928020,hold something in place,13,[5],[20],1.0,0.7418832778930660,0.77602077,15,5,0.8105244578126490,1,1,1,-4.5060402200809000
2805,2854,2,1613729147177,1613729183155,stoel,chair,chair,,,,,5,11.0,8.88119026303063,coaster,14,[5],[5],0.0,0.8045780658721920,0.7643082,4,15,0.7353998435799480,1,1,1,-4.943254026503650
2806,2854,2,1613729183155,1613729192934,muur bouwen,building wall,building wall,,,,,11,5.0,6.78981598111745,chair,15,"[1, 13, 60]",[5],1.0,0.7243709564208980,0.8456435,2,4,0.7353998435799480,1,1,1,-4.266367366815480
2807,2854,2,1613729192934,1613729201858,een mier doden,kill an ant,kill ant,,,,,14,11.0,6.4570499481995,building wall,16,[30],"[1, 13, 60]",1.0,0.7056394815444950,0.71523005,22,2,0.6384619437268440,1,1,1,-6.431331081933480
2808,2854,2,1613729201858,1613729225016,meetpunt,measuring point,measuring point,,,,,8,14.0,7.970567663519060,kill an ant,17,[57],[30],1.0,0.6999329328536990,0.7429041,14,22,0.7526403476698460,1,1,1,-6.074656137994750
2809,2854,2,1613729225016,1613729234357,tafel,table,table,,,,,5,8.0,7.532596851835270,measuring point,18,[5],[57],1.0,0.7844343781471250,0.76508677,4,14,0.9842277502032170,1,1,1,-4.40694931743667
2810,2854,2,1613729234357,1613729243382,skateboard,skateboard,skateboard,,,,,10,5.0,6.804891643522900,table,19,[15],[5],1.0,0.7938123941421510,0.79915047,14,4,0.9948402806287740,1,1,1,-5.045036720813590
2811,2854,2,1613729243382,1613729256016,surfplank,surfboard,surfboard,,,,,9,10.0,7.246744187396450,skateboard,20,"[15, 55]",[15],0.0,0.8749679327011110,0.7664466,14,14,1,0,1,2,-5.045036720813590
2812,2854,2,1613729256016,1613729279325,plantenbak,planter,planter,,,,,10,9.0,7.753902477611950,surfboard,21,[38],"[15, 55]",1.0,0.7270630598068240,0.78873223,11,14,0.9948402806287740,1,0,1,-5.604652508749010
2813,2854,2,1613729279325,1613729300729,altaar,altar,altar,,,,,6,10.0,8.179503547388590,planter,22,"[13, 17]",[38],1.0,0.7619885206222530,0.7717377,14,11,0.8412740949705390,1,1,1,-5.812291873527260
2814,2854,2,1613729300729,1613729313664,grafsteen,tombstone,tombstone,,,,,9,6.0,7.270293555497080,altar,23,[13],"[13, 17]",0.0,0.7600823640823360,0.7881962,13,14,0.8789215090181480,1,1,1,-5.432802251822350
2815,2854,2,1613729313664,1613729387502,voetensteuntje,footrest,footrest,,,,,14,9.0,8.570524051413520,tombstone,24,"[5, 28]",[13],1.0,0.765306293964386,0.7566069,6,13,0.9549627758067370,1,1,1,-5.199187400640850
2816,2854,2,1613729387502,1613729398781,bijzettafel,side table,side table,,,,,11,14.0,6.932558750172480,footrest,25,[5],"[5, 28]",0.0,0.7696646451950070,0.76735157,4,6,0.9842277502032170,1,1,1,-4.40694931743667
2817,2854,2,1613729398781,1613729412196,vriend,friend,friend,Personify as friend,,,,6,11.0,7.712257472247580,side table,26,[33],[5],1.0,0.775589644908905,0.7994667,14,4,0.9842277502032170,1,1,1,-4.793722292532680
2818,2854,2,1613729412196,1613729433317,"1,5 meter indicator",1.5 meter indicator,1.5 meter indicator,,,,,19,6.0,7.013359186070500,friend,27,[0],[33],1.0,0.7474568486213680,0.7586275,14,14,0.9519256457412610,0,1,2,-5.8923345812007900
2819,2854,2,1613729433317,1613729470649,om je gebogen boek weer recht te krijgen,to straighten your bent book,straighten bent book,,,,,40,19.0,6.83845878997948,1.5 meter indicator,28,[20],[0],1.0,0.7380571365356450,0.7417748,13,14,0.9552771667881830,1,0,1,-5.669191029886580
2820,2854,2,1613729470649,1613729486759,boekenhouder,book holder,book holder,,,,,12,40.0,7.202102589302680,to straighten your bent book,29,[6],[20],1.0,0.8447487354278560,0.7557648,4,13,0.987912703687808,1,1,1,-4.250106845943700
2821,2855,2,1613730604170,1613730616949,lamp,lamp,lamp,,,,,4,11.0,8.069185860042400,build a house,1,[12],"[1, 13]",1.0,0.7228021621704100,0.7695731,15,3,0.7651236029238930,1,0,1,-6.585481761760740
2822,2855,2,1613730616949,1613730628983,wapen,weapon,weapon,,,,,5,4.0,7.7859494655894500,lamp,2,[48],[12],1.0,0.7644708156585690,0.7530154,22,15,0.7109014029661880,1,1,1,-3.772071045000700
2823,2855,2,1613730628983,1613730638177,hamer,hammer,hammer,,,,,5,5.0,7.516732496455280,weapon,3,[11],[48],1.0,0.8415485620498660,0.80247974,21,22,0.7109014029661880,1,1,1,-4.527093629278730
2824,2855,2,1613730638177,1613730654890,verhoging,elevation,elevation,,,,,9,5.0,7.5265829265494100,hammer,4,[28],[11],1.0,0.7517944574356080,0.75101465,5,21,0.9450862738747160,1,1,1,-4.7663233183445700
2825,2855,2,1613730654890,1613730679580,pion,pawn,pawn,Chess pawn,,,,4,9.0,8.727818718171480,elevation,5,[19],[28],1.0,0.7323591113090520,0.7638003,22,5,0.9450862738747160,1,1,1,-6.767803318554690
2826,2855,2,1613730679580,1613730750950,je kan ergens de lengte van schatten als je de afmetingen weet,you can estimate the length of something if you know the dimensions,estimate length something know dimensions,Estimate length,,,,62,4.0,7.048281305247420,pawn,6,[57],[19],1.0,0.7388342022895810,0.7465784,14,22,0.9689095283253490,1,1,1,-5.8923345812007900
2827,2855,2,1613730750950,1613730783710,opstapje,stepping stone,stepping stone,Step stool,,,,8,62.0,8.31746094436249,you can estimate the length of something if you know the dimensions,7,[28],[57],1.0,0.7340720295906070,0.80254036,6,14,0.9689095283253490,1,1,1,-4.527093629278730
2828,2855,2,1613730783710,1613730812500,afsluiting van een poortje zodat niks er meer onderdoor kan kruipen,closing a gate so that nothing can crawl under it,closing gate nothing crawl,Block gate,,,,67,8.0,6.0625087956685600,stepping stone,8,[39],[28],1.0,0.7597764730453490,0.7629224,17,6,0.8915292792835360,1,1,1,-4.713679584859150
2829,2855,2,1613730812500,1613730907248,voor een auto band leggen zodat de auto niet wegrolt van helling als ie geparkeerd staat,putting a tire in front of a car so that the car does not roll away on a slope when it is parked,putting tire front car car roll away slope parked,Prevent car from rolling on slope,,,,88,67.0,6.981406978228040,closing a gate so that nothing can crawl under it,9,"[15, 20]",[39],1.0,0.7939722537994390,0.7625767,22,17,0.8915292792835360,1,1,1,-5.381508957434800
2830,2855,2,1613730907248,1613730932479,dingen kapot maken,break stuff,break stuff,,,,,18,88.0,7.245278550374330,putting a tire in front of a car so that the car does not roll away on a slope when it is parked,10,[23],"[15, 20]",1.0,0.7632409930229190,0.7798203,21,22,0.8741592448028620,1,1,1,-4.739655071262410
2831,2855,2,1613730932479,1613731014320,aangeven dat iemand ergens niet mag rijden (rijtje bakstenen) (barriere maken0,indicate that someone is not allowed to drive somewhere (row of bricks) (creating a barrier0,indicate someone allowed drive somewhere ( row bricks ) ( creating barrier0,Create barrier,,,,78,18.0,6.955586497551690,break stuff,11,[22],[23],1.0,0.7892367243766790,0.8464906,22,21,0.7576258181926930,1,1,1,-5.979345958190420
2832,2856,2,1613744918933,1613744921331,tafels hoger maken,make tables higher,make tables higher,,,,,18,13.0,4.890140250936400,building houses,1,[28],"[1, 13]",1.0,0.7794944047927860,0.73902166,4,3,0.8278762487242490,1,1,1,-5.486869473092630
2833,2856,2,1613744921331,1613744926905,schuur bouwen,build a shed,build shed,,,,,13,18.0,6.060335616305540,make tables higher,2,"[1, 13]",[28],1.0,0.7322427034378050,0.7512326,3,4,0.8278762487242490,1,1,1,-5.604652508749010
2834,2856,2,1613744926905,1613744935958,hut bouwen,build a hut,build hut,,,,,10,13.0,6.8079901907925600,build a shed,3,"[1, 13]","[1, 13]",0.0,0.8456814885139470,0.7583064,3,3,0.571061287386026,0,1,2,-5.812291873527260
2835,2856,2,1613744935958,1613744947909,spelletjes doen,playing games,playing games,,,,,15,10.0,6.680206204251490,build a hut,4,"[19, 55]","[1, 13]",1.0,0.765214204788208,0.76321304,20,3,0.8931452614806660,1,0,1,-5.486869473092630
2836,2856,2,1613744947909,1613744962152,iemand vermorden (again),kill someone (again),kill someone ( ),kill,,,,24,15.0,6.385545658265800,playing games,5,[44],"[19, 55]",1.0,0.7881466150283810,0.73739153,22,20,0.8931452614806660,1,1,1,-5.381508957434800
2837,2856,2,1613744962152,1613744974812,papier tegen houden van wegwaaien,keep paper from blowing away,keep paper blowing away,paperweight,,,,33,24.0,5.94904326304205,kill someone (again),6,[20],[44],1.0,0.7131665945053100,0.7366322,19,22,0.6628624789690100,1,1,1,-5.486869473092630
2838,2856,2,1613744974812,1613744982050,als stoel,as a chair,chair,,,,,9,33.0,6.689564719107270,keep paper from blowing away,7,[5],[20],1.0,0.7171739339828490,0.7723323,4,19,0.6383999157731410,1,1,1,-5.604652508749010
2839,2856,2,1613744982050,1613744987096,raam kapot makenn,break window,break window,,,,,17,9.0,5.692295178963740,as a chair,8,"[23, 3]",[5],1.0,0.7588764429092410,0.7711626,18,4,0.915954544487911,1,1,1,-4.850880706372630
2840,2856,2,1613744987096,1613745005738,om mee te sporten,to play sports with,play sports,,,,,17,17.0,6.999731028743040,break window,9,[19],"[23, 3]",1.0,0.7340111136436460,0.7590968,20,18,0.915954544487911,1,1,1,-5.486869473092630
2841,2856,2,1613745005738,1613745030732,kust maken,make a coast,make coast,,,,,10,17.0,7.823705953043190,to play sports with,10,"[1, 13]",[19],1.0,0.7524182796478270,0.7643658,14,20,0.8931452614806660,1,1,1,-5.604652508749010
2842,2856,2,1613745030732,1613745035349,als decoratie,as decoration,decoration,,,,,13,10.0,5.871846896882670,make a coast,11,[47],"[1, 13]",1.0,0.7710663080215450,0.7881403,15,14,0.8862592922482730,1,1,1,-4.202853961093160
2843,2856,2,1613745035349,1613745060196,als route vinder,as a route finder,route finder,,1,,,16,13.0,7.347742579462030,as decoration,12,[22],[47],1.0,0.7624737024307250,0.7509659,5,15,0.9033121037354120,1,1,1,-5.979345958190420
2844,2856,2,1613745060196,1613745078070,nieuwe bakstenen maken na stukmaken,making new bricks after breaking them,making new bricks breaking,break,,,,35,16.0,6.235264702712890,as a route finder,13,[54],[22],1.0,0.7284623384475710,0.8831878,1,5,0.9382744905795970,1,1,1,-5.544027886932580
2845,2856,2,1613745078070,1613745080275,mozaieken,mosaics,mosaics,,,,,9,35.0,5.5002372814106200,making new bricks after breaking them,14,[54],[54],0.0,0.7613904476165770,0.77695197,13,1,0.9382744905795970,1,1,1,-6.180016653652570
2846,2856,2,1613745080275,1613745091426,stempelen in beton,stamping in concrete,stamping concrete,,1,,,18,9.0,6.428509068369470,mosaics,15,[34],[54],1.0,0.7448405623435970,0.7748128,13,13,0.9341327247924390,0,1,2,-5.009945401002320
2847,2856,2,1613745091426,1613745296066,als meetstandaard,as a measurement standard,measurement standard,,,,,17,18.0,9.395773504362530,stamping in concrete,16,[57],[34],1.0,0.7618794441223150,0.7634343,14,13,0.9341327247924390,1,0,1,-6.074656137994750
2848,2857,2,1613746979407,1613746986890,boekensteun,bookend,bookend,,,,,11,20.0,6.522126220071530,increase for something,1,[6],[28],1.0,0.7659358978271480,0.76556885,4,5,0.987912703687808,1,1,1,-4.250106845943700
2849,2857,2,1613746986890,1613746995349,stapje maken bij de boekenkast ,take a step at the bookcase,take step bookcase,Stool,,,,31,11.0,5.6080824339197400,bookend,2,[28],[6],1.0,0.8276848196983340,0.74430686,4,4,1,0,1,2,-4.250106845943700
2850,2857,2,1613746995349,1613747036795,plateu voor een plantje ,plateu for a plant,plateu plant,planter,,,,24,31.0,7.453948046585420,take a step at the bookcase,3,[5],[28],1.0,0.7269035577774050,0.7683627,11,4,0.987912703687808,1,0,1,-5.812291873527260
2851,2857,2,1613747036795,1613747060797,in het huisje van je konijn zetten als speel trapje ,place in your rabbit's house as a play ladder,place rabbit 's house play ladder,toy for animal,,,,52,24.0,6.134106952348500,plateu for a plant,4,[33],[5],1.0,0.7371866703033450,0.73358536,5,11,0.9265688411961020,1,1,1,-5.979345958190420
2852,2857,2,1613747060797,1613747112057,een mooi kunstwerkje op schilderen ,painting a beautiful work of art,painting beautiful work art,Painting art work,,,,35,52.0,7.2891472254577100,place in your rabbit's house as a play ladder,5,[17],[33],1.0,0.68805992603302,0.7285409,7,5,0.9265688411961020,1,1,1,-4.445415598264470
